PC1,PC2,PC3,PC4,label
1.91923427199725,1.2257099900242747,-1.2872333632706512,0.2850461079342546,k_pre
1.629079779192272,-0.4952921641707341,-0.6898825832204764,0.36505331541177266,k_pre
2.341777542914583,-1.1810155383838352,-0.7582310114067023,0.17431925893321387,k_pre
1.2291930786550713,0.9301768991001159,-0.7468218632835075,0.327738316308327,k_pre
1.8814058933876379,-0.417269034433999,-0.8583868938719721,0.35161101733578576,k_pre
2.1584289590199415,-1.3251051441135708,-0.5431613628249435,0.0184958029319987,k_pre
1.8339936749779433,-0.06854157248427967,-1.0560629122021157,0.30601862710647465,k_pre
1.4435393585289495,-0.07955885506539113,-1.0092928815133804,0.39511405889022283,k_pre
0.40519582425372,0.8541831346206241,-1.2817723398919276,1.0029646617936352,k_pre
2.671222637336939,-1.2191007546876997,-0.8758093051299902,-0.043068347003630256,k_pre
1.9357228153238926,-1.4346290642163397,-0.6307347317130817,0.11230951340309865,k_pre
2.8854241158114866,-0.8655840307426556,-1.220068485715924,-0.041090096902708616,k_pre
2.098753240950674,-2.8180935562688427,0.34354104221905374,-0.4698910203286208,k_pre
0.6560456611113534,-1.512502829287147,0.2826194804951861,0.10929728089955411,k_pre
1.6325658455466954,-2.859995187890764,0.5115860809085736,-0.3559218886138639,k_pre
0.3790537103103063,-3.089442988538268,1.0363154811012167,-0.08812048682930877,k_pre
1.6444440561460572,-2.3437778811649816,0.2329142800811646,-0.2885688674127558,k_pre
-0.0705907076142859,0.3463339698631446,0.20360804799568533,-0.4224410787957773,k_pre
1.3368372278054828,-3.372343532619293,0.5604146985270027,-0.3652701906116801,k_pre
-1.1868070205975783,0.7348689006190905,0.41629247408766623,0.21396256405174258,k_pre
0.41122866634011135,0.3973126729034731,-0.3062752125247,-0.009811553984032164,k_pre
1.3631287825180056,-2.424538896051874,0.37853335952759354,-0.20195547203496084,k_pre
-1.295928298971436,-0.24025974997885957,0.5259874865037211,0.516441838380148,k_pre
2.206579519611335,-2.6848287122627186,0.06795448579347371,-0.4602737912691289,k_pre
1.0975136030150137,-0.40660814379059657,0.019546001161543872,-0.12785150596473754,k_pre
0.8234358921131093,-1.7660670840100323,0.4452131879173226,-0.04913931355930604,k_pre
-0.5021919907465798,0.02526584229437401,0.6562132483586368,0.25277722954697057,k_pre
0.9168764739519256,-1.5294225634336567,0.42385857203632044,-0.018006544300010835,k_pre
0.4359085107222283,0.07049003653981328,0.34037779904249416,0.05923945630236726,k_pre
1.2624079169818376,-0.5533490604135712,-0.1843996822961116,-0.12437190687967888,k_pre
-0.024086714074615462,0.8325187592881297,0.1885998026413921,0.005288119520936026,k_pre
2.424057476711032,-0.5158463262262296,-0.8257292342936503,-0.3336817918522824,k_pre
1.2299374260615674,-1.9126418925522783,0.5646975718663143,-0.46802176831027836,k_pre
-0.44589814497896413,-0.2560645686466884,0.2943476452127389,0.19609434144349341,k_pre
1.521501722271741,-1.2134201395642223,-0.34220187154364734,-0.1675933782160064,k_pre
1.1460300071469598,-0.9532161588853394,0.14497662533165687,-0.35787953095501823,k_pre
0.7369040885172418,1.550671071759877,-0.1525878321619219,1.020896026845165,k_pre
4.530856615165199,3.9055062648504295,0.31603584746299473,-0.289276968725994,k_pre
4.7836470504566755,1.1712726755886735,0.5665739641869769,0.2349088481434657,k_pre
0.37016989614456836,3.2540402700776463,1.2519877456785533,0.3520752071787264,k_pre
4.573717537128014,0.3815392135237471,0.33217973968621006,0.21305224792188704,k_pre
4.184896615927205,0.287690427456781,0.7910555877283542,0.5537553189044114,k_pre
0.9763525288358967,2.7984762906790093,2.1492590948924173,-0.023824378843080356,k_pre
5.930444886042405,0.5249759488359038,0.5575697256756637,-0.13089288594509257,k_pre
6.287382509765935,-0.30504856029550453,0.28551741071744086,0.09524845748086751,k_pre
5.241829324435268,0.9973640358520766,0.1345213075865918,0.26729140105061927,k_pre
-0.11685176701323563,2.6403371027286275,1.450638142273143,0.6676957114232053,k_pre
1.8644835654332255,2.767349782658549,1.622209846790087,0.7514323578645635,k_pre
-1.4263154799674258,-2.4189484374021313,0.7176616356918399,-0.41362796077405833,k_med
-0.6182682257822798,-1.4320806255691143,-0.5079739270232886,-0.3218013783295023,k_med
-1.6723442254412668,-1.0959533245308706,-0.3550378396205248,0.12284698414876104,k_med
-1.9127156382577108,-1.3972006460204562,0.10629851313416333,-0.09435606315222907,k_med
-2.1520704574060607,-0.7950184087269719,-0.12813574310088932,0.02842167146882313,k_med
-1.8545745534285827,0.009813555425037004,-0.05448529391640522,-0.08109810464132895,k_med
-1.4269879784655142,-1.1684675077844877,-0.5958916294966086,-0.0010088489253078363,k_med
-2.145848185030244,-0.3130076404585367,-0.3129318756030096,0.08330242872204868,k_med
-0.8179207159785287,-1.4420938069747569,-1.0863157108773687,-0.13533850195077232,k_med
-2.486365504796867,-0.28758739256405674,-0.49919309067944834,0.2976551660714543,k_med
-1.6255069861646834,-0.9839562868301481,-0.6160160303458134,0.08517370623964167,k_med
-2.4661275430131493,-0.4397905948645847,-0.8766263725804756,0.5182339533682412,k_med
-2.820782774558252,-0.4836981931250843,0.7042800372274823,-0.030546617891993238,k_med
-2.3720052224295225,-0.3571963327518531,0.2661044065845621,-0.08521837719178155,k_med
-2.668793220953676,-0.9559514852936086,0.3628650627694333,-0.007900012252988226,k_med
-2.2417386699312787,-0.6096834263339466,-0.16782547162946843,0.0706873864913807,k_med
-1.622095394648639,-0.2699026411073904,-0.022219375892993116,-0.3902591921763335,k_med
-3.0670153180156317,-0.6640888607088022,-0.005563648394365229,0.36160992141668113,k_med
-2.2278848785882643,-0.8957659825185534,-0.445791040361522,0.17674707385975258,k_med
-1.9378149773363647,-1.8708404928172793,0.1713651466789768,-0.3138197344099573,k_med
-2.0920557075627726,-1.0516801713431516,-0.2146571269957603,0.022917133343427844,k_med
-2.3375820368960287,-0.49209674947880083,0.02149304922763147,0.042196476454782444,k_med
-2.9468767771850795,-1.2072820713950583,0.33796664177929575,0.12533111881375114,k_med
-1.426855519969259,-1.007660436124543,-0.9401713946641543,0.08791173890305398,k_med
-2.0977586163317485,0.5326748531217796,0.10625823291406478,0.2898548794155406,k_med
-1.7087569913553577,0.6918929737392429,-0.2026315219744119,0.27979996388929756,k_med
-2.9696191976612765,0.13723818194603984,0.9136169343672328,0.3755185742748164,k_med
-1.7649630459481547,0.4897570032230141,0.5617126847056847,-0.11022984859949125,k_med
-1.7135431928268618,0.48814807324562554,0.21564404324864672,0.19805973016697484,k_med
-1.6979263930577475,0.06366146169931411,-0.12431439178278038,0.3347267069987188,k_med
-1.657061036350006,-0.25196259921319314,0.52105754136599,0.04173521060304531,k_med
-0.8680482893390412,-0.6503562171797621,0.25608600995829384,-0.23394483838438704,k_med
-1.313155964395232,0.1710070413133271,0.2597255763334546,-0.0572570815189459,k_med
-1.5981141119560953,-0.6764400605463217,0.5678901855576791,-0.012938788131026752,k_med
-2.0971411204984123,0.04047149037698966,0.6262660855127931,0.19005949283591603,k_med
-1.2222605192988323,-0.2694341366007477,0.6888099128364624,-0.2557763823362158,k_med
-1.5539544191455457,0.6225243058690902,-0.6414479065536236,0.20578764272337918,k_med
-1.0930327125788497,2.0634020530617736,0.5300728206114231,-0.8131861535475319,k_med
0.1529831229770339,3.077759740178209,-1.0822525608053064,-0.7986250151787521,k_med
-2.2607708052658646,1.9325576067375076,0.4065257146310804,-0.21676454987400498,k_med
-1.2311190001581498,2.710731223105591,-1.2435032829254402,-0.04110410573273823,k_med
-0.2769021692773471,3.436130271725264,-0.9832014638922041,-0.7983205844660469,k_med
-2.1519184709216734,2.8944885818409856,-0.9286693166487048,0.34636618196013275,k_med
-0.5842611824152442,3.824609228641487,-0.5793439077897256,-0.5463901527431385,k_med
-0.48998112937552407,2.8922550697647096,0.26043087287062305,-0.9504957908896361,k_med
-2.1532674869743023,2.6089208403904762,0.641947906342998,-0.16619334873272518,k_med
-0.44394256235644886,3.2363239666962333,-0.39460000100995735,-0.5241033894044275,k_med
0.40220762174770647,3.7112577070775266,-0.561773306408048,-0.8958126406032542,k_med
